epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,22076.1,0.02618,0.50379,0.89855,0.67927,0.73028,0.75622,0.75617,0.16372,0.81981,0.20956,0.00771063,0.00771063,0.00771063
187,22191.4,0.02571,0.50536,0.8988,0.68247,0.72495,0.75649,0.75644,0.16224,0.82013,0.20779,0.00769825,0.00769825,0.00769825
188,22306.6,0.02421,0.49759,0.89779,0.68374,0.72618,0.7563,0.75626,0.16168,0.82153,0.20707,0.00768587,0.00768587,0.00768587
189,22422.3,0.02462,0.49494,0.89819,0.67824,0.73463,0.75601,0.75597,0.16144,0.82248,0.20677,0.0076735,0.0076735,0.0076735
190,22537.8,inf,0.49621,0.89801,0.67666,0.73486,0.75633,0.75629,0.16092,0.82373,0.20603,0.00766113,0.00766113,0.00766113
191,22653.2,0.02285,0.49563,0.89844,0.67981,0.73082,0.75617,0.75613,0.16061,0.82508,0.20553,0.00764875,0.00764875,0.00764875
192,22768.5,0.02293,0.49001,0.8982,0.69032,0.71718,0.75632,0.75628,0.16061,0.82575,0.20539,0.00763637,0.00763637,0.00763637
193,22883.4,0.02383,0.49909,0.89822,0.68921,0.7194,0.75642,0.75638,0.16077,0.82635,0.20545,0.007624,0.007624,0.007624
194,22998.2,0.02345,0.48856,0.89856,0.68569,0.724,0.75647,0.75643,0.16021,0.82796,0.2046,0.00761163,0.00761163,0.00761163
195,23113.8,0.02253,0.48508,0.89821,0.6833,0.72585,0.75676,0.75671,0.1596,0.82917,0.20357,0.00759925,0.00759925,0.00759925
196,23229,0.02431,0.48442,0.89832,0.68457,0.72433,0.75703,0.75698,0.15873,0.82842,0.20256,0.00758687,0.00758687,0.00758687
197,23344.2,0.02474,0.48717,0.89963,0.67982,0.7271,0.75724,0.75719,0.1576,0.82941,0.20101,0.0075745,0.0075745,0.0075745
198,23460.2,0.02434,0.48442,0.89888,0.68243,0.7248,0.75713,0.75709,0.15697,0.83087,0.20024,0.00756213,0.00756213,0.00756213
199,23575.2,0.02308,0.48558,0.89768,0.68784,0.72189,0.75754,0.75747,0.15665,0.83143,0.19992,0.00754975,0.00754975,0.00754975
200,23690.3,0.024,0.4772,0.90039,0.68611,0.72467,0.7574,0.75734,0.15654,0.83316,0.19981,0.00753737,0.00753737,0.00753737
201,23805.8,0.02354,0.48365,0.8994,0.68129,0.72958,0.7576,0.75746,0.15648,0.83531,0.19992,0.007525,0.007525,0.007525
202,23920.9,0.0247,0.48053,0.89977,0.68798,0.72131,0.75757,0.75743,0.15582,0.83831,0.19949,0.00751263,0.00751263,0.00751263
203,24036,0.02411,0.47528,0.89875,0.68923,0.71976,0.75748,0.75724,0.15465,0.8438,0.19984,0.00750025,0.00750025,0.00750025
204,24151.6,0.02383,0.4891,0.89839,0.68601,0.72249,0.7575,0.75692,0.15671,0.86159,0.20378,0.00748788,0.00748788,0.00748788
205,24266.2,0.02414,0.47728,0.89914,0.68029,0.72893,0.75739,0.75661,0.15896,0.87515,0.20762,0.0074755,0.0074755,0.0074755
206,24381.5,0.02407,0.47252,0.89894,0.68672,0.72179,0.75679,0.75583,0.16446,0.89419,0.21566,0.00746313,0.00746313,0.00746313
207,24497.6,0.02528,0.47481,0.89985,0.68557,0.7222,0.75644,0.75541,0.16425,0.89797,0.21513,0.00745075,0.00745075,0.00745075
208,24613,0.02389,0.47342,0.89908,0.68427,0.72084,0.75672,0.75592,0.1627,0.89611,0.21298,0.00743837,0.00743837,0.00743837
209,24728.3,0.02428,0.47167,0.89926,0.68032,0.72525,0.7567,0.75605,0.16738,0.90606,0.21943,0.007426,0.007426,0.007426
210,24843.8,0.02362,0.47243,0.89655,0.6832,0.72294,0.75694,0.75647,0.17121,0.91288,0.22504,0.00741363,0.00741363,0.00741363
211,24959.4,0.02386,0.46651,0.89824,0.68409,0.72236,0.75659,0.75624,0.17223,0.91403,0.22646,0.00740125,0.00740125,0.00740125
212,25075,0.02377,0.46311,0.89888,0.68264,0.72079,0.75649,0.75623,0.17328,0.91411,0.22831,0.00738888,0.00738888,0.00738888
213,25190.8,0.02332,0.45965,0.89731,0.69328,0.70999,0.75618,0.75587,0.1715,0.91333,0.22578,0.0073765,0.0073765,0.0073765
214,25306.3,0.0237,0.46584,0.89895,0.685,0.71706,0.75617,0.75587,0.17176,0.91313,0.22626,0.00736413,0.00736413,0.00736413
215,25421.5,0.02347,0.45647,0.89791,0.70057,0.70263,0.75596,0.75568,0.17091,0.9146,0.22531,0.00735175,0.00735175,0.00735175
216,25537.2,0.02228,0.4571,0.89711,0.70138,0.70226,0.75598,0.75572,0.17112,0.91724,0.22584,0.00733937,0.00733937,0.00733937
217,25652.8,inf,0.45724,0.89559,0.6931,0.71039,0.75554,0.75532,0.17051,0.91874,0.22518,0.007327,0.007327,0.007327
218,25768.3,0.02451,0.45749,0.89763,0.69544,0.70806,0.75541,0.75514,0.1693,0.92023,0.22364,0.00731462,0.00731462,0.00731462
219,25883.6,inf,0.45484,0.89784,0.69983,0.70497,0.75551,0.75524,0.16775,0.92206,0.22165,0.00730225,0.00730225,0.00730225
220,25999.7,0.02315,0.45976,0.8978,0.70014,0.70489,0.75543,0.75519,0.1704,0.92944,0.22553,0.00728988,0.00728988,0.00728988
221,26115.9,0.02249,0.45299,0.89643,0.69764,0.70634,0.75508,0.75487,0.17124,0.93052,0.22676,0.0072775,0.0072775,0.0072775
222,26231.3,0.02192,0.44958,0.89836,0.69724,0.70599,0.75523,0.75504,0.17235,0.93186,0.22856,0.00726512,0.00726512,0.00726512
223,26347.6,0.02233,0.45103,0.89727,0.69406,0.70895,0.75552,0.75535,0.17076,0.9312,0.22646,0.00725275,0.00725275,0.00725275
224,26463.3,0.02276,0.45069,0.89894,0.69578,0.70634,0.7556,0.7555,0.17395,0.93122,0.23113,0.00724038,0.00724038,0.00724038
225,26578.9,inf,0.44617,0.89732,0.6958,0.70649,0.75564,0.75556,0.17578,0.92769,0.23376,0.007228,0.007228,0.007228
226,26695.2,0.02336,0.4475,0.89819,0.69322,0.70395,0.75539,0.75528,0.1763,0.92595,0.23478,0.00721562,0.00721562,0.00721562
227,26811.6,0.02281,0.44374,0.89688,0.69706,0.7018,0.75535,0.75528,0.17773,0.92418,0.23669,0.00720325,0.00720325,0.00720325
228,26927.4,0.02297,0.446,0.89921,0.70524,0.6933,0.75515,0.75512,0.17824,0.92434,0.23771,0.00719088,0.00719088,0.00719088
229,27043.1,0.02332,0.44195,0.89588,0.70827,0.69164,0.75511,0.75509,0.17624,0.92645,0.23459,0.0071785,0.0071785,0.0071785
230,27158.6,0.02407,0.44635,0.89853,0.70773,0.69032,0.75529,0.75527,0.17789,0.92635,0.23665,0.00716612,0.00716612,0.00716612
231,27274.3,0.02462,0.44114,0.9003,0.71326,0.6863,0.75532,0.7553,0.17963,0.92152,0.23934,0.00715375,0.00715375,0.00715375
232,27390.5,0.02353,0.43044,0.89716,0.71153,0.68633,0.75556,0.75554,0.18164,0.91829,0.24233,0.00714138,0.00714138,0.00714138
233,27506.4,0.02225,0.44236,0.89789,0.68365,0.7141,0.7555,0.75545,0.18214,0.91607,0.24309,0.007129,0.007129,0.007129
234,27621.6,0.0235,0.43461,0.89681,0.67921,0.71801,0.75603,0.75601,0.1828,0.91466,0.24431,0.00711662,0.00711662,0.00711662
235,27737.8,0.02336,0.43337,0.89738,0.68147,0.71568,0.75564,0.75562,0.18396,0.91325,0.24591,0.00710425,0.00710425,0.00710425
236,27853.7,inf,0.43022,0.8988,0.68448,0.71312,0.75532,0.75529,0.18454,0.91536,0.24675,0.00709188,0.00709188,0.00709188
237,27969.3,0.0233,0.42808,0.89871,0.67992,0.71753,0.75571,0.75569,0.18381,0.91869,0.24577,0.0070795,0.0070795,0.0070795
238,28085.4,0.02292,0.43469,0.90025,0.69737,0.70023,0.75548,0.75544,0.18279,0.9225,0.2447,0.00706712,0.00706712,0.00706712
239,28201.2,inf,0.43272,0.89891,0.6983,0.70028,0.75556,0.75551,0.18342,0.92371,0.24537,0.00705475,0.00705475,0.00705475
240,28316.5,0.02281,0.43069,0.89806,0.6973,0.70209,0.75574,0.75571,0.1829,0.92408,0.24481,0.00704238,0.00704238,0.00704238
241,28432.3,0.02207,0.42627,0.89959,0.69911,0.69996,0.75604,0.75601,0.18326,0.92335,0.2453,0.00703,0.00703,0.00703
242,28548.2,inf,0.43186,0.89736,0.68672,0.71176,0.75627,0.7562,0.18475,0.92207,0.24705,0.00701762,0.00701762,0.00701762
243,28663.5,0.02485,0.42555,0.89936,0.68703,0.71023,0.75622,0.75613,0.18594,0.92126,0.24796,0.00700525,0.00700525,0.00700525
244,28778.8,0.02267,0.42289,0.8975,0.69033,0.70743,0.75644,0.75635,0.18513,0.91894,0.24724,0.00699288,0.00699288,0.00699288
245,28895.4,0.02358,0.42561,0.89893,0.68866,0.70897,0.75642,0.75635,0.18469,0.9181,0.2468,0.0069805,0.0069805,0.0069805
246,29011,0.02325,0.41671,0.89928,0.68972,0.70794,0.75648,0.75646,0.18422,0.91809,0.24604,0.00696812,0.00696812,0.00696812
247,29126.9,0.02514,0.43109,0.8987,0.68895,0.70884,0.75669,0.75667,0.18358,0.91785,0.2452,0.00695575,0.00695575,0.00695575
248,29242.9,0.0251,0.42554,0.89728,0.69064,0.70634,0.7565,0.75645,0.18363,0.91842,0.24513,0.00694337,0.00694337,0.00694337
249,29358.6,0.0243,0.41731,0.89919,0.69003,0.70815,0.75671,0.75668,0.18423,0.91976,0.24588,0.006931,0.006931,0.006931
250,29474.3,0.02355,0.42096,0.89723,0.68859,0.70624,0.75649,0.75646,0.18458,0.92279,0.24597,0.00691862,0.00691862,0.00691862
251,29590.7,0.02329,0.41552,0.89732,0.69159,0.70593,0.75646,0.75645,0.18402,0.92402,0.24537,0.00690625,0.00690625,0.00690625
252,29706.5,0.02388,0.41993,0.89872,0.69454,0.70152,0.75639,0.75637,0.18455,0.92584,0.24593,0.00689388,0.00689388,0.00689388
253,29822.4,0.02421,0.41404,0.89761,0.69757,0.70057,0.75613,0.75605,0.18455,0.92677,0.2455,0.0068815,0.0068815,0.0068815
254,29939.1,0.02405,0.41243,0.89832,0.688,0.7102,0.75617,0.75611,0.18479,0.9277,0.24513,0.00686913,0.00686913,0.00686913
255,30055.1,inf,0.4123,0.89917,0.68481,0.71346,0.75584,0.75583,0.18568,0.92805,0.24575,0.00685675,0.00685675,0.00685675
256,30170.2,inf,0.40909,0.89635,0.67864,0.71775,0.75626,0.75621,0.18692,0.92907,0.24623,0.00684438,0.00684438,0.00684438
257,30285.6,0.0232,0.41381,0.89763,0.68049,0.71748,0.75556,0.75555,0.18758,0.93009,0.24674,0.006832,0.006832,0.006832
258,30400.6,0.0221,0.4022,0.89625,0.68736,0.70873,0.75546,0.75545,0.18746,0.93146,0.24626,0.00681962,0.00681962,0.00681962
259,30515.8,0.02296,0.40723,0.89827,0.69726,0.70086,0.7555,0.75549,0.18679,0.9332,0.24542,0.00680725,0.00680725,0.00680725
260,30631.4,0.02405,0.40919,0.89669,0.69741,0.6997,0.7551,0.75509,0.18582,0.93424,0.24435,0.00679488,0.00679488,0.00679488
261,30746.6,0.02378,0.40949,0.89765,0.69503,0.70471,0.75528,0.75528,0.18512,0.9359,0.24344,0.0067825,0.0067825,0.0067825
262,30861.6,0.0222,0.40628,0.89753,0.68829,0.70751,0.75547,0.75546,0.18437,0.93773,0.24264,0.00677013,0.00677013,0.00677013
263,30976.7,0.02335,0.40587,0.89733,0.68591,0.71049,0.75512,0.75511,0.18311,0.93848,0.24115,0.00675775,0.00675775,0.00675775
264,31092.4,inf,0.40019,0.8953,0.68069,0.71531,0.75512,0.75511,0.18304,0.94018,0.24103,0.00674538,0.00674538,0.00674538
265,31207.9,0.02186,0.40156,0.89854,0.69095,0.70503,0.75476,0.75475,0.18232,0.94102,0.24034,0.006733,0.006733,0.006733
266,31323.4,0.02197,0.39891,0.89716,0.68911,0.7076,0.7547,0.75469,0.18198,0.94256,0.2395,0.00672063,0.00672063,0.00672063
267,31438.1,0.02291,0.39864,0.89708,0.68368,0.71316,0.75512,0.7551,0.18176,0.94345,0.23875,0.00670825,0.00670825,0.00670825
268,31552.4,0.02302,0.39333,0.89748,0.6782,0.71874,0.7549,0.75488,0.18054,0.94406,0.23712,0.00669588,0.00669588,0.00669588
269,31666.6,0.02423,0.40088,0.89697,0.6809,0.71552,0.75464,0.75463,0.17931,0.9453,0.23575,0.0066835,0.0066835,0.0066835
270,31781.6,0.02344,0.38938,0.89849,0.68336,0.7128,0.7547,0.75468,0.17818,0.94728,0.23396,0.00667113,0.00667113,0.00667113
271,31896.9,0.02432,0.39722,0.89766,0.69289,0.70284,0.75475,0.75472,0.17768,0.94809,0.23315,0.00665875,0.00665875,0.00665875
272,32011.2,0.02346,0.39639,0.89803,0.69065,0.70511,0.75458,0.75455,0.17718,0.949,0.23233,0.00664638,0.00664638,0.00664638
273,32126.3,inf,0.39043,0.89647,0.68496,0.7111,0.75464,0.75463,0.17681,0.95036,0.23172,0.006634,0.006634,0.006634
274,32240.5,0.02451,0.38983,0.89992,0.68874,0.71146,0.75442,0.75442,0.17651,0.95161,0.23125,0.00662162,0.00662162,0.00662162
275,32354.9,0.02345,0.38809,0.89661,0.68793,0.71296,0.75456,0.75455,0.1758,0.95235,0.23037,0.00660925,0.00660925,0.00660925
276,32469.9,0.02402,0.38914,0.89835,0.68665,0.71643,0.75449,0.75448,0.17519,0.95421,0.2298,0.00659688,0.00659688,0.00659688
277,32584.2,inf,0.39014,0.89858,0.68471,0.71482,0.75456,0.75454,0.17515,0.95531,0.22974,0.0065845,0.0065845,0.0065845
278,32698.4,inf,0.38648,0.89865,0.68241,0.717,0.75431,0.75429,0.17469,0.9564,0.2292,0.00657213,0.00657213,0.00657213
279,32813.3,0.02293,0.38139,0.89707,0.67887,0.72329,0.75402,0.754,0.17393,0.95794,0.22827,0.00655975,0.00655975,0.00655975
280,32927.4,0.02402,0.38679,0.89798,0.67811,0.72287,0.75374,0.75372,0.17351,0.95854,0.22777,0.00654738,0.00654738,0.00654738
281,33042.1,0.02371,0.38601,0.89742,0.67376,0.72564,0.75365,0.75364,0.17348,0.95935,0.22755,0.006535,0.006535,0.006535
282,33156.7,0.02236,0.38042,0.89741,0.68176,0.71597,0.75328,0.75326,0.17297,0.96048,0.22696,0.00652262,0.00652262,0.00652262
283,33271.5,0.02251,0.38193,0.89834,0.67968,0.71656,0.75298,0.75296,0.17259,0.96211,0.22629,0.00651025,0.00651025,0.00651025
284,33385.7,0.02232,0.38026,0.89952,0.67898,0.71747,0.75274,0.75273,0.17226,0.96367,0.22556,0.00649788,0.00649788,0.00649788
285,33500.2,0.02246,0.38155,0.89765,0.68213,0.71268,0.75281,0.75279,0.17191,0.96542,0.22499,0.0064855,0.0064855,0.0064855
286,33615.4,0.02334,0.37999,0.89817,0.68184,0.71392,0.75257,0.75255,0.17166,0.96759,0.2246,0.00647313,0.00647313,0.00647313
287,33730.5,inf,0.37256,0.89714,0.68241,0.71314,0.7527,0.75268,0.17133,0.96987,0.22424,0.00646075,0.00646075,0.00646075
288,33846.1,0.02265,0.3799,0.89883,0.69584,0.69738,0.75284,0.75282,0.1705,0.97246,0.22346,0.00644837,0.00644837,0.00644837
289,33961.7,0.02188,0.36893,0.89754,0.71056,0.68533,0.75243,0.75241,0.16936,0.97632,0.22246,0.006436,0.006436,0.006436
290,34076.7,inf,0.3792,0.89878,0.71129,0.68483,0.75258,0.75256,0.16809,0.97767,0.22123,0.00642362,0.00642362,0.00642362
291,34192.2,0.02198,0.37761,0.89849,0.71056,0.68499,0.75271,0.7527,0.16719,0.97919,0.2202,0.00641125,0.00641125,0.00641125
292,34307.6,0.02189,0.37051,0.89714,0.69657,0.69809,0.7525,0.75248,0.16667,0.98125,0.21963,0.00639887,0.00639887,0.00639887
293,34421.9,0.02176,0.37515,0.89748,0.69697,0.69811,0.75229,0.75227,0.16664,0.98326,0.21968,0.0063865,0.0063865,0.0063865
294,34535.9,0.02169,0.37049,0.89721,0.69566,0.69954,0.75245,0.75244,0.16614,0.98482,0.21913,0.00637413,0.00637413,0.00637413
295,34650.8,0.02252,0.36698,0.89657,0.69459,0.70031,0.7526,0.75257,0.16606,0.98606,0.21929,0.00636175,0.00636175,0.00636175
296,34764.9,inf,0.3636,0.89907,0.70107,0.69267,0.75269,0.75264,0.16562,0.98944,0.21906,0.00634937,0.00634937,0.00634937
297,34879.2,inf,0.36676,0.89522,0.70126,0.69161,0.7523,0.75224,0.16504,0.99342,0.21849,0.006337,0.006337,0.006337
298,34994,inf,0.36845,0.89679,0.70606,0.68934,0.75255,0.75246,0.16438,0.99771,0.21779,0.00632462,0.00632462,0.00632462
299,35107.8,inf,0.36477,0.89963,0.70381,0.6916,0.75279,0.75265,0.16411,0.99888,0.21759,0.00631225,0.00631225,0.00631225
300,35221.8,0.02204,0.3689,0.8967,0.70481,0.69057,0.75289,0.75274,0.16334,1.00045,0.21666,0.00629987,0.00629987,0.00629987
301,35337.1,0.02231,0.36408,0.89661,0.6996,0.69537,0.75286,0.75272,0.16236,1.00462,0.21526,0.0062875,0.0062875,0.0062875
